image_path,split,horse_id,face_region,face_region_code,pain_score,pain_label,binary_pain_label,source_filename,source_file_id,source_sha256,exported_sha256,perceptual_hash,width,height,mode
data/raw/train_raw/00028_309e7413-eb5_M1_A0__124_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (124).jpg,309e7413-eb51-422d-85ac-66af5e3c646a,c0b6e4521cdf70cac022aa73c0f275be52d23e6eb4310b2f0df5e2c52eb2869e,2561fd1bb1e8e8a32074c7e313bc197de6d82237f9fcbbcb65ff796944f4a414,c0c8e876363f87c3,148,283,RGB
data/raw/train_raw/00030_8bd8e9a5-fcd_M1_A0__126_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (126).jpg,8bd8e9a5-fcd7-4e28-9513-d91c8a8417b9,cb862f9f4e5cf78d9bb13311c39976109a28a32e9ca03272486864d2ef71b500,a5f97fd4af2d878c15a25a7940c89eacd3f4ba8dca1f10337ea561212abe2703,f8bfdcc0875e4a01,177,177,RGB
data/raw/train_raw/00032_c4fc7925-cf9_M1_A0__128_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (128).jpg,c4fc7925-cf93-46b4-98bb-decbb3166f53,2490dc2daa6492f58834dcffaae7729e9f2f2cbf9e01f01838530c86ca4d6ccf,d60b6fb751c65e4e95da980f4ff5fdf51ea1d6dc6818cfac7b42b33c774bacc6,fefec82484155556,154,175,RGB
data/raw/train_raw/00035_5e2369fe-a2a_M1_A0__130_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (130).jpg,5e2369fe-a2a0-42b9-8bf3-a233817f8674,90e29849c310a12728160862e4c47ec4ecd9b649c5f025186b5f8a24f9f3d40b,6f4dfee56df941794c2d4e45a796325f8d64b22ddc6a0cf7db7ea236fe1faee1,ff8e0e94b031139e,209,223,RGB
data/raw/train_raw/00037_a8a21255-b7e_M1_A0__132_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (132).jpg,a8a21255-b7e9-4389-a015-edf13e3f6c3b,7920d44375de2087750c82764b805c8c337209912b74550b50187203425e4826,41539f1839fc28450ae466f9f979c939d2ec19342b8c40bdd8d571eaf92defd2,fe8c8ff0b123e0e0,199,226,RGB
data/raw/train_raw/00039_7cd967c4-774_M1_A0__134_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (134).jpg,7cd967c4-7740-4400-85f5-d114ed7b68ca,54d9686e936a191ec7389cdfd8066a84ecc70b1351cfc46cb38ecb23266a5cf5,8f3e07d15403dab0fa2e78a7f1f531b0688698de61191a49f62b741262c873d3,b8220789a0bfddf4,156,302,RGB
data/raw/train_raw/00041_b949e3f0-42c_M1_A0__136_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (136).jpg,b949e3f0-42c3-43e8-8638-2513b6ef9052,97b83c20c2ceacd4acd6f864818b24acad969d1d86f39ba5780fffd167b3121e,44cd44bca0057992f2092f829a22f6c28459f47b01e358d3d4582837d06279ab,a10f3cc3e93c1e8b,173,255,RGB
data/raw/train_raw/00043_ccb66180-930_M1_A0__138_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (138).jpg,ccb66180-9301-4619-902e-e4bf86a2dd33,cccb7f7eb9cdfdd9d318f7f686fa4e803b14cb161f055b1f7be6c1b833ca9269,28f1ded8235d1eb3fe1812f23d1011270c66ffee5bacbb4477e2b739c4af3559,aadbfaf5d5c04082,133,131,RGB
data/raw/train_raw/00045_1ad0959f-51f_M1_A0__14_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (14).jpg,1ad0959f-51fe-4a3b-a76c-c924ad01d890,b5073d59cccdf7278e27f181b794d39f1aaf122f6d56688bb21872c82f21c01e,46cde6e8aea8e374d17e1d95b12f3120aefcbbc7f4339c2df307321cc6524b6b,f89f9d90b2276262,203,233,RGB
data/raw/train_raw/00046_538c6ab1-3af_M1_A0__140_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (140).jpg,538c6ab1-3af0-420d-9d69-2a9b021ca7d6,76065208c4f03fc1e0dbd7ed3c07b25032e9a1b4f6523f7e8836f7198ee682b0,882ac67e6ccfe66e0d056fc0dca53f6896df740d3769dd5bcb63ebff3e2d44d9,abaffaeae1548208,115,199,RGB
data/raw/train_raw/00048_c29794f3-eb0_M1_A0__142_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (142).jpg,c29794f3-eb04-416f-a3ff-da77f66e78e6,2559ae1f14b82e5713e03afb1727b718569f5756e5e46d703abb4921c243f867,96819fd922caa680596dc65c2343b2e07cb83bb1e0280b6be36cd4971bb2615e,fc868fb42337b0c8,145,265,RGB
data/raw/train_raw/00050_81856580-04f_M1_A0__144_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (144).jpg,81856580-04f1-4e14-97c9-233f0aceb750,8f41e8831ccac114d48b6523d618b4dd2f3d32844fe74a8220376401052f76f4,5401284e25350107b64ec9bf787ca3d8dc6b9f439a1bde678e77626d2b4117b8,fec686036b6c80fc,169,306,RGB
data/raw/train_raw/00052_4ebfc15f-6bb_M1_A0__146_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (146).jpg,4ebfc15f-6bbc-44b1-bfaf-b1f7d702b6a9,31bd3b4ee5f9d2a825381db633bf9a571fe45079010fee7f8640bc9f583617c2,332701c2407a19f1563af7ed1e1950d3ab366ab0e0350b425d810a44b4ba3b21,ffe3f771010082c7,151,290,RGB
data/raw/train_raw/00054_e057109d-d27_M1_A0__148_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (148).jpg,e057109d-d273-4319-bdbd-b0d81c0ded79,bc2f74487ee58c685045ea9297ca67dfb2db269d2842867330d44bb006bc6138,93e0a0de24d9657786be20e7da5c02f7997d988c02200075cc83ffc97445f601,beaf05fd6b498090,167,265,RGB
data/raw/train_raw/00057_44e9ca5c-f74_M1_A0__150_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (150).jpg,44e9ca5c-f74b-47cf-a7cd-b7975a39b016,2264b3eb2a4edbe49284c8f881b6bb9ae25d1789125f4f448fb4d476a3a86f14,8244b764d3fd4612b33564317f861cad83fcb62a841fefef605d418d57e63ac4,fe8fc4c0e868781d,151,203,RGB
data/raw/train_raw/00059_2b822072-9e6_M1_A0__152_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (152).jpg,2b822072-9e66-42ee-8d63-67b9e957c825,8e10e5ed36de0d9f4048bf4284f3b39425a2664e98bef29dab557d294067a98f,2fdab1b8402b347b54eb1f4560f0d1eef367fe5543dd2c1d424b767e4b6efce2,fe8fccc0e8797900,130,199,RGB
data/raw/train_raw/00061_b673f5de-5e6_M1_A0__154_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (154).jpg,b673f5de-5e69-4fcf-ac5f-144b5415409a,f1a6de6f5455df7dc1fe0cfdc7f32f1fa44557fb7017edbd6294509b474f2778,c5a0a7eb42abd79f773ed76f43fb172787050a09628ba945d5ee8c7efd144122,a7c6d6783ae880e9,144,220,RGB
data/raw/train_raw/00063_8fbc7230-08b_M1_A0__156_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (156).jpg,8fbc7230-08b0-44bb-a363-155a5c20a0cc,0e5a0597a3b7d78ca1d2efa729428c5f0e2d84e47ac9f19d4c2b6f324446c666,2753b131574cf6c526603f37b6643ae3dee95d95ca8aac205a189fc7eb66282b,fd89f16062e6c4d1,137,241,RGB
data/raw/train_raw/00065_c45a1448-e7a_M1_A0__158_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (158).jpg,c45a1448-e7ae-404f-93e5-ce44c0e24654,c024bff73a28bb5b803ad490840859c069b2f44faf40ebd9cd0fe03116320b91,10998d27043688fdd7c90b8789cd617d5b0690c0db10b542bbc14f269f732559,ffc880e664ed9891,125,267,RGB
data/raw/train_raw/00067_b72af27d-329_M1_A0__16_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (16).jpg,b72af27d-3294-4ff2-936b-fe08a95ea61d,dc59ec127ea97b01ed378ab065c365a4e0caf126655c5bfe383bdda9b636d253,b1fd93bbd48d33dd009a41e236553d304b7aa570f36894c1d8518ab285797656,edcff7f630341008,180,276,RGB
data/raw/train_raw/00068_b1acc8ff-ed7_M1_A0__160_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (160).jpg,b1acc8ff-ed7b-4fd8-abc1-4286ecd9a554,f325318ca5b7731f2e60689c75feff77a33a56012abbdb3a29b6d16063961eaf,77f23a33f50877d520e45ab2ae057e157205562683da593c426b139fb51212b0,decc8cdfff218100,106,263,RGB
data/raw/train_raw/00070_c75765c3-995_M1_A0__162_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (162).jpg,c75765c3-995c-4a5a-bf68-ab1616b4b9e1,aed0939eb1d13bf113fcad2ab03cbf869f63000cb3dc152aeda317ba31b832a0,4c7894a710664490f46384db28fb4bee9c799010e4cae1c04cfbfeb2761e7a53,abebffa0a064d0d0,164,239,RGB
data/raw/train_raw/00072_badbc724-45f_M1_A0__164_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (164).jpg,badbc724-45fd-4c3b-b149-168bc84e50a0,5a881ca1f1efa9f50c386ff3e03bc56321fa1778adb7d24bd31de953f337d2e9,e4d188fbad34b4a28c05a079eb51c26ce2643ceed25fb0f9af9f98abdfd28b26,fec4d70303e2c8cd,144,264,RGB
data/raw/train_raw/00074_2455d60d-267_M1_A0__166_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (166).jpg,2455d60d-2672-40e6-9fcc-52660104245b,d8cdc5de9e8a2ef20839f60478b01687b80196e60ae1609d2b230da6caa4ea60,8a8a28eb5db1135493965e71684f85f429a2cf4a320d2827f8ef1df4eb9cb483,ffce87c5c0c0d0d8,175,166,RGB
data/raw/train_raw/00076_6c9ed26a-2f0_M1_A0__168_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (168).jpg,6c9ed26a-2f0c-4359-9498-e798f07b7e7a,f8478012c2f9c70a2379a9f032a6eb37e381c84110486399e69805e50a201a0d,6dc0bcbe2d085f37e07b7e2d1d9cdfaef7d511a98ea019adc6bb9407c39b2977,f8cfc0c0d89f903e,171,168,RGB
data/raw/train_raw/00079_1a75c30d-1a9_M1_A0__170_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (170).jpg,1a75c30d-1a99-4129-ac53-1a6879c0609d,518b9f249e128f07e99b2351ff03d03d352fdaee1e0f50c3cdc0036d98388473,c44dc45515a648ca2c3f1b6e23930da766d89720470b36ebe72767f0f9116bb4,a59afbd2d3951414,136,156,RGB
data/raw/train_raw/00081_fd463093-198_M1_A0__172_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (172).jpg,fd463093-1984-4916-baec-f1d60e906a52,3143b266358026f4d12ff91d9dd216322b248d59edf15bd2ab7fab339f6cfd1d,3181bdc2550934c7e3c33e39048e70470cba79feb43924356e0ab827d1e03a81,b497d2d89999d819,183,175,RGB
data/raw/train_raw/00083_e4036eaf-c9e_M1_A0__174_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (174).jpg,e4036eaf-c9e2-49dd-9fcf-11643089db00,67b8760c3fde36e458768aa0bf21b032eef4fda30b17083dbae7a370525e421d,25518a433912745f62f1c6f18b5e1e4c8f64b289eb235e630d8fc340f9e73919,ba8bdfd44c6c4c84,226,261,RGB
data/raw/train_raw/00085_f28e032e-b5c_M1_A0__176_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (176).jpg,f28e032e-b5c0-4633-95ac-dfd6883fb990,22833316681e83d582b3512354c24f56151e0ed283e8deb4deb209e55a49fa31,598762e00069207c0c927cdb86d0164058a7cf08c653fbe90bd56abdf32428cc,ba9e9a919b4949c9,205,240,RGB
data/raw/train_raw/00087_bb2f6829-a8e_M1_A0__178_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (178).jpg,bb2f6829-a8e2-4f61-81e9-e1ab083aea45,49a320a5bb4938d005ee0a1489a65154283acefb472be5b99b2b0d250695e1a2,3c6dcf1d4d2751cfaa79b47ae101da70fd5ddd1d41646049d0bcd11a795b62fa,ba9a9091db4bcbc8,210,232,RGB
data/raw/train_raw/00089_8716d5eb-23f_M1_A0__18_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (18).jpg,8716d5eb-23f0-44fe-9b10-5bfb939de88d,c5a68f691e5ccc5adb99fb328928dfa4750c7e120781768309cff4f62fb4fea5,0ba6bec59aaafc21caddd53d766619c5d52eb3bb3dbf8968b8ce578624869847,fcf8faa094021abe,182,224,RGB
data/raw/train_raw/00090_bc0f06a6-6e9_M1_A0__180_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (180).jpg,bc0f06a6-6e99-4ef5-ba9c-613758fb3cd8,149adf6d0375cf96c2cd76468b450275daa8dbec8923396eefa5609e08e4f8c9,2fd4bacc61d5d08cb2c621e9e0f20c0470fcc252f1d067324321c6e500a54327,ba9e9090915bebc9,212,237,RGB
data/raw/train_raw/00092_5e434671-07d_M1_A0__182_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (182).jpg,5e434671-07d8-491e-80f0-403b02a3981d,3ab43ed1c241ee96c65d3c7642ecf03c30c3751de479cb9386670cca49e33cab,290f498a30f37e110f1be0cf6a2ef2a8f2a7e87084d160443cb0da1e17f4bc1b,b8969091db4bcbcc,195,240,RGB
data/raw/train_raw/00094_191aa2f6-01c_M1_A0__184_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (184).jpg,191aa2f6-01c4-4dfb-8cfe-d28b1f9682ee,c6ecd48a29d84c23ce6cd8f8b1e0ff5714d15eeec71d2e05b2153206d561336f,57e4ef7659c9612fafaf53b6d5158e034669d9c2028a83a8fd08b4cec98f7c18,bfff8301819185a7,237,255,RGB
data/raw/train_raw/00096_ad912bfa-f30_M1_A0__186_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (186).jpg,ad912bfa-f300-460e-a441-b3e0fca07750,a3df50e96fdb9a849fca418d73e8becda77fb0f67d2f65e954075b170122047a,23955e44b8728e78d55fb33da32231000031d551718cb7d711b741e12fee5a2a,bdeb01a1f9b581a1,215,232,RGB
data/raw/train_raw/00098_6e35b8b2-f1c_M1_A0__188_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (188).jpg,6e35b8b2-f1ce-47e8-bfb4-44ffe054e52f,988080131cd104d1124a14a9e1497efa96c0d97f59f59e3e00bdf734f624c058,2db697229e20d47603ec899877307382510652aecdcb6f1e294b3744e9275608,bdcb01b1f9bd8181,212,223,RGB
data/raw/train_raw/00101_b0fdd6c8-637_M1_A0__190_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (190).jpg,b0fdd6c8-637c-4147-94d2-0e81972ebace,56eb799aee7045e6c5ace58e3bb0636c87bf6e9d07b81d83ac54c160ff9fbfbd,c505c442aa74e2f92cd065161e26042fe93a0195e9af5dd1cbc812c9d0442533,fdef03a5a0a185a5,219,234,RGB
data/raw/train_raw/00103_63a35215-d5a_M1_A0__192_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (192).jpg,63a35215-d5a3-40a9-b1ed-842a34080390,52b6180ac39e19b9da88aaef62261765f36ba45f5ee2c62f82d78d0287e2ed22,99cae54cb5442def2c21e4a4a31a019997bef85c4ab4e3aa4aab781f38b7329b,bccc01b5f5b581a5,223,247,RGB
data/raw/train_raw/00105_eb2c6c4b-6ca_M1_A0__194_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (194).jpg,eb2c6c4b-6ca6-4275-b687-f307bb22011d,24f55bdb46dbd711c852aeeec35f7f00d934d57b88cf763efbd30299e9e45218,f510e6a93c7dcdb4c3d0e1aae6bd9a7a1953d0427ce0cce46f888a65fddb9681,bdc801b5f5a581b5,212,230,RGB
data/raw/train_raw/00107_d02860af-338_M1_A0__196_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (196).jpg,d02860af-3388-4504-b942-8e0856be32c8,fa629ae77335975d5f4c7cb1e0578ce67c1fa8b92135ddb913070cdb52e72e2e,03084ce171fe81251a63242817ba9a0b21ce31f8d00a94f945b70e3e098b3343,f4f7f69092809393,174,263,RGB
data/raw/train_raw/00109_0e8c341c-68e_M1_A0__198_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (198).jpg,0e8c341c-68e1-4391-be5b-87e888d75898,899b280fc2bed9a3f964c274711f309eec9764b73b476cf09dc6626219695e68,ab00ac6ca9279084f3df5ab62b88ac7faaa2bffc3d3d117b7cbc2f5e29f59286,fe8287948787d545,202,248,RGB
data/raw/train_raw/00111_1cd771d7-4ae_M1_A0__2_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (2).jpg,1cd771d7-4ae3-4176-9677-8571dbaa5603,89fc9ac204d8df6c00c384949dbef3c550afc3a31f6d033e324ac5f517bce9d2,04916ef9a6e48389a082ce5a576e3d2831446fa549fcc90f35ea1809304a072b,a9d98baff200d4e4,172,200,RGB
data/raw/train_raw/00112_6b4154ee-220_M1_A0__20_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (20).jpg,6b4154ee-220e-447d-aa98-f7161592a2de,ba34308d4d9953ed109632ebd05c83583abebd0dbe907dfd35fffc70a6128633,528f856ecb1c7f204eee1e1de3c56caa55c2287ba3152c6ede10ce9a83fa9b88,a88dd223a3f48ef8,193,229,RGB
data/raw/train_raw/00113_c8955b80-e9a_M1_A0__200_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (200).jpg,c8955b80-e9ab-446d-8bdd-d5594c2748f3,f1edf59bc6f56653de684235808ca75a5559681c8054385733d88ee869138abd,99508a825513f72fa2da1ab162212314b62a5dddbf546d87fef085a0ed37f350,bfab878795959101,201,196,RGB
data/raw/train_raw/00115_96f6b5e4-cb0_M1_A0__202_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (202).jpg,96f6b5e4-cb07-408a-b54a-35d78e2b2abd,08fb6dcad4e962228ec16c48e62d6be53e6def7c082de034734db6e46de426d1,27683142314dda0150e70a3a1aa0e774be8cf49f080996ac20dc3e6a45f7f8fe,fc8ecf8480757272,181,183,RGB
data/raw/train_raw/00117_d5e0c1b2-994_M1_A0__204_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (204).jpg,d5e0c1b2-994d-4c2d-9cec-3dce61c8d102,9bea6859b4476ecd55bea58a3cca27369c16919bcc2941a5767b3d2447d3d825,7fea0564127b0ae4542ebe1d6ba9b83e7bff9f1578dd361064d9379a1e1c7e67,f8cfdc8185557560,182,184,RGB
data/raw/train_raw/00119_00e733b9-9b3_M1_A0__206_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (206).jpg,00e733b9-9b33-4050-adfa-60cbaf969f2d,993f5e1185389dce1ace724f5552ce4a4811aadac9e461755266cf76be11577b,f9c4a3b8ac98b61922918c27dbe15f5ab415f6562db8ae1090f04fac1d4fff30,f8dfdc8181817565,176,180,RGB
data/raw/train_raw/00121_5ad48b8b-3b3_M1_A0__208_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (208).jpg,5ad48b8b-3b33-4322-8994-7fa54738e772,8b1129284cfdcd004556d0cf04424ee1a80b307536da8537d57f09d5f420bba4,33f83f1a0c622362f1f449bb4b02833a84b060fc3f2d9fc61160da991d5fb2c5,f88fdf818380f165,157,189,RGB
data/raw/train_raw/00124_98631675-730_M1_A0__210_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (210).jpg,98631675-7309-4d8c-a981-a87e8119bdd5,ded0a2b13bba8fab24adacf30ab0627ee9cc869b4170c677a03977b47fbf00c5,b402f6e4fab0e1f56e045bc37d90287a1ee6ccd32c1f06d3614f6beef2b3e0b4,f8cfdd818381e171,172,205,RGB
data/raw/train_raw/00126_dacdd1b0-3dd_M1_A0__212_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (212).jpg,dacdd1b0-3dd8-4c92-a56a-3409949a3afb,af95ac2b2d9680686317dfa2d27275756c1fda85119b57b1b703545839048b9d,8d366f73c0734476e450d36da26b046537e16ef9a879313e926ec25c3886c619,f8dfdc838381e164,175,178,RGB
data/raw/train_raw/00128_fb1fbe81-ef3_M1_A0__214_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (214).jpg,fb1fbe81-ef36-45ae-9611-b8ddfebe5a18,ed9e31266024f3c1a32036e28d14603e2c0b6512dc7332d213e8435302d67837,7fed33b2279e3363d36d912955dda5885c98c346b43251203194dd710457d21d,f8dfdf818380e161,156,186,RGB
data/raw/train_raw/00130_a3a8c928-815_M1_A0__216_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (216).jpg,a3a8c928-8153-444e-86ac-a98a677a9532,78a095aaf156d6960357541c132593d26ba7abb04862e69486e80901115f5e50,7633d654dd131723f9beb1e23116bf38d3320f21ba7e28b3600cf2049412693c,f8dfdd818380e361,157,178,RGB
data/raw/train_raw/00132_7449f583-26f_M1_A0__218_.jpg,train,M1,ears,A,0,not_present,no_pain,M1_A0 (218).jpg,7449f583-26fb-4078-a120-95668c9ef7ed,ef06296dce9381518dc73338b9777b2d711d6208fcbd5d2c5caaca5973afa75e,10474a1e481e27b2e2cd32f278d79bfecc749b07f239f419b4fcb55e7b048856,f9dfda838282e324,153,169,RGB
